"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Greece","Conventional crude oil - exports","2004","Metric tons,  thousand","812",""
"Greece","Conventional crude oil - exports","2003","Metric tons,  thousand","1105",""
"Greece","Conventional crude oil - exports","2002","Metric tons,  thousand","387",""
"Greece","Conventional crude oil - exports","2001","Metric tons,  thousand","0",""
"Greece","Conventional crude oil - exports","2000","Metric tons,  thousand","0",""
"Greece","Conventional crude oil - exports","1999","Metric tons,  thousand","116",""
"Greece","Conventional crude oil - exports","1998","Metric tons,  thousand","0",""
"Greece","Conventional crude oil - exports","1997","Metric tons,  thousand","204",""
"Greece","Conventional crude oil - exports","1996","Metric tons,  thousand","260",""
"Greece","Conventional crude oil - exports","1995","Metric tons,  thousand","632",""
"Greece","Conventional crude oil - exports","1994","Metric tons,  thousand","425",""
"Greece","Conventional crude oil - exports","1993","Metric tons,  thousand","723",""
"Greece","Conventional crude oil - exports","1992","Metric tons,  thousand","470",""
"Greece","Conventional crude oil - exports","1991","Metric tons,  thousand","678",""
"Greece","Conventional crude oil - exports","1990","Metric tons,  thousand","1233",""
"Guatemala","Conventional crude oil - exports","2020","Metric tons,  thousand","191.217",""
"Guatemala","Conventional crude oil - exports","2019","Metric tons,  thousand","268.393",""
"Guatemala","Conventional crude oil - exports","2018","Metric tons,  thousand","308.694",""
"Guatemala","Conventional crude oil - exports","2017","Metric tons,  thousand","392.62",""
"Guatemala","Conventional crude oil - exports","2016","Metric tons,  thousand","367.7",""
"Guatemala","Conventional crude oil - exports","2015","Metric tons,  thousand","431.3",""
"Guatemala","Conventional crude oil - exports","2014","Metric tons,  thousand","410.8",""
"Guatemala","Conventional crude oil - exports","2013","Metric tons,  thousand","440.4",""
"Guatemala","Conventional crude oil - exports","2012","Metric tons,  thousand","488",""
"Guatemala","Conventional crude oil - exports","2011","Metric tons,  thousand","527",""
"Guatemala","Conventional crude oil - exports","2010","Metric tons,  thousand","555",""
"Guatemala","Conventional crude oil - exports","2009","Metric tons,  thousand","631",""
"Guatemala","Conventional crude oil - exports","2008","Metric tons,  thousand","706",""
"Guatemala","Conventional crude oil - exports","2007","Metric tons,  thousand","708",""
"Guatemala","Conventional crude oil - exports","2006","Metric tons,  thousand","831",""
"Guatemala","Conventional crude oil - exports","2005","Metric tons,  thousand","892",""
"Guatemala","Conventional crude oil - exports","2004","Metric tons,  thousand","1043",""
"Guatemala","Conventional crude oil - exports","2003","Metric tons,  thousand","1231",""
"Guatemala","Conventional crude oil - exports","2002","Metric tons,  thousand","1259",""
"Guatemala","Conventional crude oil - exports","2001","Metric tons,  thousand","1061",""
"Guatemala","Conventional crude oil - exports","2000","Metric tons,  thousand","934.06",""
"Guatemala","Conventional crude oil - exports","1999","Metric tons,  thousand","1047",""
"Guatemala","Conventional crude oil - exports","1998","Metric tons,  thousand","1205",""
"Guatemala","Conventional crude oil - exports","1997","Metric tons,  thousand","892",""
"Guatemala","Conventional crude oil - exports","1996","Metric tons,  thousand","641",""
"Guatemala","Conventional crude oil - exports","1995","Metric tons,  thousand","407",""
"Guatemala","Conventional crude oil - exports","1994","Metric tons,  thousand","232",""
"Guatemala","Conventional crude oil - exports","1993","Metric tons,  thousand","295",""
"Guatemala","Conventional crude oil - exports","1992","Metric tons,  thousand","248",""
"Guatemala","Conventional crude oil - exports","1991","Metric tons,  thousand","159",""
"Guatemala","Conventional crude oil - exports","1990","Metric tons,  thousand","164",""
"Hungary","Conventional crude oil - exports","2021","Metric tons,  thousand","134",""
"Hungary","Conventional crude oil - exports","2020","Metric tons,  thousand","199",""
"Hungary","Conventional crude oil - exports","2019","Metric tons,  thousand","191",""
"Hungary","Conventional crude oil - exports","2018","Metric tons,  thousand","394",""
"Hungary","Conventional crude oil - exports","2017","Metric tons,  thousand","161",""
"Hungary","Conventional crude oil - exports","2016","Metric tons,  thousand","75",""
"Hungary","Conventional crude oil - exports","2015","Metric tons,  thousand","96",""
"Hungary","Conventional crude oil - exports","2014","Metric tons,  thousand","10",""
"Hungary","Conventional crude oil - exports","2013","Metric tons,  thousand","61",""
"Hungary","Conventional crude oil - exports","2012","Metric tons,  thousand","0",""
"Hungary","Conventional crude oil - exports","2011","Metric tons,  thousand","0",""
"Hungary","Conventional crude oil - exports","2010","Metric tons,  thousand","0",""
"Hungary","Conventional crude oil - exports","2008","Metric tons,  thousand","475",""
"Hungary","Conventional crude oil - exports","2007","Metric tons,  thousand","596",""
"Hungary","Conventional crude oil - exports","2006","Metric tons,  thousand","811",""
"Hungary","Conventional crude oil - exports","2005","Metric tons,  thousand","344",""
"Hungary","Conventional crude oil - exports","2004","Metric tons,  thousand","136",""
"Hungary","Conventional crude oil - exports","2003","Metric tons,  thousand","0",""
"Hungary","Conventional crude oil - exports","2002","Metric tons,  thousand","0",""
"Hungary","Conventional crude oil - exports","2001","Metric tons,  thousand","0",""
"Hungary","Conventional crude oil - exports","2000","Metric tons,  thousand","0",""
"Hungary","Conventional crude oil - exports","1999","Metric tons,  thousand","0",""
"Hungary","Conventional crude oil - exports","1998","Metric tons,  thousand","0",""
"Hungary","Conventional crude oil - exports","1997","Metric tons,  thousand","54",""
"Hungary","Conventional crude oil - exports","1996","Metric tons,  thousand","15",""
"Indonesia","Conventional crude oil - exports","2020","Metric tons,  thousand","5105.55555555556",""
"Indonesia","Conventional crude oil - exports","2019","Metric tons,  thousand","3525.724",""
"Indonesia","Conventional crude oil - exports","2018","Metric tons,  thousand","8929",""
"Indonesia","Conventional crude oil - exports","2017","Metric tons,  thousand","12035",""
"Indonesia","Conventional crude oil - exports","2016","Metric tons,  thousand","15131",""
"Indonesia","Conventional crude oil - exports","2015","Metric tons,  thousand","13542",""
"Indonesia","Conventional crude oil - exports","2014","Metric tons,  thousand","11091",""
"Indonesia","Conventional crude oil - exports","2013","Metric tons,  thousand","10450",""
"Indonesia","Conventional crude oil - exports","2012","Metric tons,  thousand","15757",""
"Indonesia","Conventional crude oil - exports","2011","Metric tons,  thousand","18520",""
"Indonesia","Conventional crude oil - exports","2010","Metric tons,  thousand","18048",""
"Indonesia","Conventional crude oil - exports","2009","Metric tons,  thousand","18257",""
"Indonesia","Conventional crude oil - exports","2008","Metric tons,  thousand","13698",""
"Indonesia","Conventional crude oil - exports","2007","Metric tons,  thousand","17416",""
"Indonesia","Conventional crude oil - exports","2006","Metric tons,  thousand","15027",""
"Indonesia","Conventional crude oil - exports","2005","Metric tons,  thousand","16056",""
"Indonesia","Conventional crude oil - exports","2004","Metric tons,  thousand","20250",""
"Indonesia","Conventional crude oil - exports","2003","Metric tons,  thousand","22626",""
"Indonesia","Conventional crude oil - exports","2002","Metric tons,  thousand","25262",""
"Indonesia","Conventional crude oil - exports","2001","Metric tons,  thousand","29412",""
"Indonesia","Conventional crude oil - exports","2000","Metric tons,  thousand","26145",""
"Indonesia","Conventional crude oil - exports","1999","Metric tons,  thousand","33477",""
"Indonesia","Conventional crude oil - exports","1998","Metric tons,  thousand","36914",""
"Indonesia","Conventional crude oil - exports","1997","Metric tons,  thousand","38977",""
"Indonesia","Conventional crude oil - exports","1996","Metric tons,  thousand","38255",""
"Indonesia","Conventional crude oil - exports","1995","Metric tons,  thousand","40588",""
"Indonesia","Conventional crude oil - exports","1994","Metric tons,  thousand","43528",""
"Indonesia","Conventional crude oil - exports","1993","Metric tons,  thousand","37980",""
"Indonesia","Conventional crude oil - exports","1992","Metric tons,  thousand","39478",""
"Indonesia","Conventional crude oil - exports","1991","Metric tons,  thousand","40731",""
"Indonesia","Conventional crude oil - exports","1990","Metric tons,  thousand","33820",""
"Iran (Islamic Rep. of)","Conventional crude oil - exports","2020","Metric tons,  thousand","20083.79",""
"Iran (Islamic Rep. of)","Conventional crude oil - exports","2019","Metric tons,  thousand","32330.075",""
"Iran (Islamic Rep. of)","Conventional crude oil - exports","2018","Metric tons,  thousand","91837.328",""
"Iran (Islamic Rep. of)","Conventional crude oil - exports","2017","Metric tons,  thousand","106950.8",""
"Iran (Islamic Rep. of)","Conventional crude oil - exports","2016","Metric tons,  thousand","104500",""
"Iran (Islamic Rep. of)","Conventional crude oil - exports","2015","Metric tons,  thousand","56230",""
"Iran (Islamic Rep. of)","Conventional crude oil - exports","2014","Metric tons,  thousand","53405.498282",""
"Iran (Islamic Rep. of)","Conventional crude oil - exports","2013","Metric tons,  thousand","50915.80756",""
"Iran (Islamic Rep. of)","Conventional crude oil - exports","2012","Metric tons,  thousand","56475.945017",""
"Iran (Islamic Rep. of)","Conventional crude oil - exports","2011","Metric tons,  thousand","110700.171821",""
"Iran (Islamic Rep. of)","Conventional crude oil - exports","2010","Metric tons,  thousand","111997.42268",""
"Iran (Islamic Rep. of)","Conventional crude oil - exports","2009","Metric tons,  thousand","109264.604811",""
"Iran (Islamic Rep. of)","Conventional crude oil - exports","2008","Metric tons,  thousand","117837.628866",""
"Iran (Islamic Rep. of)","Conventional crude oil - exports","2007","Metric tons,  thousand","124109.965636",""
"Iran (Islamic Rep. of)","Conventional crude oil - exports","2006","Metric tons,  thousand","121000",""
"Iran (Islamic Rep. of)","Conventional crude oil - exports","2005","Metric tons,  thousand","119000",""
"Iran (Islamic Rep. of)","Conventional crude oil - exports","2004","Metric tons,  thousand","127109",""
"Iran (Islamic Rep. of)","Conventional crude oil - exports","2003","Metric tons,  thousand","127913",""
"Iran (Islamic Rep. of)","Conventional crude oil - exports","2002","Metric tons,  thousand","107342",""
"Iran (Islamic Rep. of)","Conventional crude oil - exports","2001","Metric tons,  thousand","108706",""
"Iran (Islamic Rep. of)","Conventional crude oil - exports","2000","Metric tons,  thousand","119207",""
"Iran (Islamic Rep. of)","Conventional crude oil - exports","1999","Metric tons,  thousand","105766",""
"Iran (Islamic Rep. of)","Conventional crude oil - exports","1998","Metric tons,  thousand","108649",""
"Iran (Islamic Rep. of)","Conventional crude oil - exports","1997","Metric tons,  thousand","119631",""
"Iran (Islamic Rep. of)","Conventional crude oil - exports","1996","Metric tons,  thousand","119958",""
"Iran (Islamic Rep. of)","Conventional crude oil - exports","1995","Metric tons,  thousand","121021",""
"Iran (Islamic Rep. of)","Conventional crude oil - exports","1994","Metric tons,  thousand","120376",""
"Iran (Islamic Rep. of)","Conventional crude oil - exports","1993","Metric tons,  thousand","129116",""
"Iran (Islamic Rep. of)","Conventional crude oil - exports","1992","Metric tons,  thousand","126095",""
"Iran (Islamic Rep. of)","Conventional crude oil - exports","1991","Metric tons,  thousand","120177",""
"Iran (Islamic Rep. of)","Conventional crude oil - exports","1990","Metric tons,  thousand","110000",""
